name,dob,gender,aadhaar_number,address,name_length,name_type,dob_valid,masked_aadhaar,aadhaar_number_length,aadhaar_number_type,address_length,address_type,aadhaar_valid
Riley Evans,25/01/1998,Female,XXXX XXXX 0824,"80412 Mark Locks, West Christophermouth, TN 70486",11,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Jacqueline Conway,19/01/1996,Male,XXXX XXXX 8624,"523 Campbell Spurs Suite 926, Kellyfurt, NM 40103",17,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Ronald Moody,16/05/1945,Other,XXXX XXXX 5600,"740 Goodwin Fall Apt. 403, South Williamchester, MA 62863",12,Valid,Valid,Valid,14,Invalid,57.0,Valid,Valid
Briana Cain,11/06/1980,Other,XXXX XXXX 6657,"158 Sheila Pine, East Larry, HI 84967",11,Valid,Valid,Valid,14,Invalid,37.0,Valid,Valid
David Lara,21/06/1973,Female,XXXX XXXX 1336,"PSC 2931, Box 0856, APO AE 02864",10,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Jim Sullivan,16/11/1990,Other,XXXX XXXX 4924,"9411 Jennifer Island Apt. 350, New Codyview, ND 41173",12,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
Russell Scott,22/03/1998,Other,XXXX XXXX 3036,"947 Kevin Groves Apt. 824, Briggsbury, CT 64928",13,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Kristin Williams,15/12/1959,Female,XXXX XXXX 7371,"03347 Antonio Crossroad, West Bridgetview, AR 21472",16,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Jennifer Kelly,11/01/1970,Female,XXXX XXXX 1145,"58135 Nash Crossing Suite 215, Bartlettchester, RI 88382",14,Valid,Valid,Valid,14,Invalid,56.0,Valid,Valid
Jamie Fleming,07/09/1951,Male,XXXX XXXX 6609,"120 Pope Station Suite 104, Stevenshire, OR 33305",13,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Jessica Owen,27/03/1992,Female,XXXX XXXX 1283,"9308 Tina Prairie Suite 559, Laurenfurt, AZ 67427",12,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Angel Woods,08/05/1970,Female,XXXX XXXX 3145,"11817 Rivera Estates Apt. 173, South Michaelburgh, WI 10176",11,Valid,Valid,Valid,14,Invalid,59.0,Valid,Valid
Christian Lee,04/04/1987,Other,XXXX XXXX 5073,"6651 Moon Brook, North Josephfurt, WY 56023",13,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Caitlin Kramer,21/06/2000,Female,XXXX XXXX 9973,"16457 Mcguire Expressway, Grayton, DC 42245",14,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Billy Lopez,08/04/2006,Female,XXXX XXXX 5047,"81524 King Bridge Suite 730, Port Jeremy, MT 78997",11,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Robert Suarez,17/05/1983,Male,XXXX XXXX 2314,"21613 Manning Drives, Grahamton, ID 01467",13,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Margaret Miller,08/11/1989,Other,XXXX XXXX 1178,"PSC 0593, Box 5079, APO AE 06762",15,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
David Mcgee,07/09/1977,Female,XXXX XXXX 6800,"84237 Timothy Point, New Nancy, KY 64724",11,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Stacy Brown,30/01/1993,Other,XXXX XXXX 3046,"72938 Susan Inlet Apt. 934, Port Daniel, IA 15569",11,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Stephanie Guzman,11/01/1996,Other,XXXX XXXX 8294,"054 Carlos Court, Kirkbury, WA 59371",16,Valid,Valid,Valid,14,Invalid,36.0,Valid,Valid
Kyle Gonzalez,21/09/1944,Male,XXXX XXXX 8145,"1092 Joshua Vista Suite 738, South Allenport, SD 84049",13,Valid,Valid,Valid,14,Invalid,54.0,Valid,Valid
Billy Weber,26/12/1959,Other,XXXX XXXX 1762,"227 Hale Fields Apt. 773, Jessicaton, GU 25321",11,Valid,Valid,Valid,14,Invalid,46.0,Valid,Valid
Anna Alexander,07/01/2003,Female,XXXX XXXX 7798,"3885 Tammy Drive, East Johnstad, MH 36154",14,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Adam Perez,06/10/1958,Male,XXXX XXXX 4487,"7552 White Estate Suite 177, Port Christopher, AR 74393",10,Valid,Valid,Valid,14,Invalid,55.0,Valid,Valid
Heather Edwards,31/03/1978,Other,XXXX XXXX 3429,"5714 Smith Landing, Craigland, PA 41962",15,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Heather Lozano,17/04/2003,Other,XXXX XXXX 4856,"47530 Jared Crest Suite 336, Lake Richard, GA 82084",14,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Alyssa Wallace DDS,13/01/1974,Female,XXXX XXXX 1821,"9111 Jackson Park, Guerramouth, GA 20703",18,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Kristi Davis,12/02/2002,Female,XXXX XXXX 0607,"3139 Wilson Prairie Apt. 858, Brownchester, AZ 00753",12,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Jeremy Gordon,13/08/1955,Female,XXXX XXXX 7911,"4751 James Gardens Apt. 225, East Maryland, CA 18691",13,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Jessica Barrera,21/11/1966,Other,XXXX XXXX 7902,"3489 Bell Centers Suite 061, Lake Matthewmouth, LA 68734",15,Valid,Valid,Valid,14,Invalid,56.0,Valid,Valid
Lucas Clark Jr.,08/08/1978,Female,XXXX XXXX 4359,"4859 Morgan Overpass Suite 990, Derrickmouth, AK 86322",15,Valid,Valid,Valid,14,Invalid,54.0,Valid,Valid
Alicia Johnson,12/05/1999,Female,XXXX XXXX 4531,"58929 Sarah Mills, Port Laurahaven, NH 35271",14,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Ashley Delgado,07/12/1997,Female,XXXX XXXX 7668,"661 Taylor Gardens, New Carl, MH 09060",14,Valid,Valid,Valid,14,Invalid,38.0,Valid,Valid
Nicholas Diaz,12/03/1989,Female,XXXX XXXX 8406,"28281 Michelle Trail Suite 170, Port Danielfort, HI 98861",13,Valid,Valid,Valid,14,Invalid,57.0,Valid,Valid
Sherri Francis,22/10/1981,Other,XXXX XXXX 4200,"04121 Nancy Islands Suite 864, Kellymouth, ND 96144",14,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Shane Bennett,05/07/1961,Female,XXXX XXXX 0210,"630 Wilson Isle, East Josephville, TX 54478",13,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Jane Johnson,16/10/1998,Other,XXXX XXXX 4193,"USS Lynch, FPO AE 05633",12,Valid,Valid,Valid,14,Invalid,23.0,Valid,Valid
Kelly Garcia,26/01/1989,Male,XXXX XXXX 3258,"0812 Rivera Turnpike Suite 165, East Wesleyshire, MO 14603",12,Valid,Valid,Valid,14,Invalid,58.0,Valid,Valid
Marcus Miller,03/02/2002,Other,XXXX XXXX 4814,"765 Tiffany Plain Suite 427, Jamesmouth, KS 02325",13,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Dustin Gray,07/05/1982,Other,XXXX XXXX 3765,"90772 Waters Walk, New Nathantown, PA 52570",11,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Zachary Santiago,17/03/1990,Other,XXXX XXXX 1541,"07792 Brenda Unions, Ericshire, OR 19585",16,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Corey Ortega,10/10/1968,Female,XXXX XXXX 6186,"808 Williams Manors Suite 078, Port Larry, FM 94959",12,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Anne Banks,27/10/1983,Other,XXXX XXXX 1760,"3983 Jennifer Valley, West Mary, HI 99109",10,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Jessica Jones,20/06/1950,Male,XXXX XXXX 9265,"USNV Boyer, FPO AA 67684",13,Valid,Valid,Valid,14,Invalid,24.0,Valid,Valid
Clarence Green,25/09/1974,Other,XXXX XXXX 6038,"23460 Bradley Ville Apt. 586, Lake Melissafort, NC 44274",14,Valid,Valid,Valid,14,Invalid,56.0,Valid,Valid
Cameron Bishop,16/07/1965,Male,XXXX XXXX 8323,"61965 Brittany Shoal, Ingrambury, FM 13607",14,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Betty King,02/08/1978,Other,XXXX XXXX 7575,"515 Jill Ports Suite 257, Lake Timothy, SD 84974",10,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Kevin Davis,12/08/1973,Male,XXXX XXXX 1334,"2812 Bass Gateway Apt. 878, Jacksonmouth, OH 36413",11,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Christopher Stevenson,27/05/1977,Male,XXXX XXXX 4156,"6808 Miller Plains, South Kimberly, ID 93933",21,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Tracey Deleon,30/08/1983,Male,XXXX XXXX 5729,"2151 Gay Parkways, Lake Sydney, IN 16239",13,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Todd Spencer,21/07/1996,Male,XXXX XXXX 6619,"34673 Timothy Cliffs, New Deborah, MT 11592",12,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Christopher Mahoney,27/11/1943,Other,XXXX XXXX 7696,"76644 Castro Underpass Apt. 750, Peterside, GU 96151",19,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Tara Hall,02/06/1982,Male,XXXX XXXX 7271,"24431 Amber Inlet, Lake Richardview, GU 07075",9,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Christopher Shepherd,17/10/1960,Female,XXXX XXXX 6370,"USCGC Martin, FPO AA 05666",20,Valid,Valid,Valid,14,Invalid,26.0,Valid,Valid
Cheryl White,17/02/1947,Female,XXXX XXXX 2202,"62795 Huerta Square, Aaronchester, OR 02927",12,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Terry Williams,16/06/1986,Male,XXXX XXXX 6395,"15753 Susan Plain Suite 096, Johnsonville, KY 27838",14,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Justin Olson,08/12/1952,Male,XXXX XXXX 5496,"84655 Potter Mountains Suite 708, Jameston, CO 23431",12,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Kelly Kim DDS,15/05/1987,Female,XXXX XXXX 9695,"756 Cox Drive, South Kyle, FM 00857",13,Valid,Valid,Valid,14,Invalid,35.0,Valid,Valid
Justin Rice,01/03/1974,Male,XXXX XXXX 8895,"PSC 6651, Box 0440, APO AP 98224",11,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Teresa Boone,30/11/2005,Other,XXXX XXXX 5179,"03102 Mitchell Brooks, West Jennifer, WI 86798",12,Valid,Valid,Valid,14,Invalid,46.0,Valid,Valid
Gregory Johnson,20/07/2004,Male,XXXX XXXX 6163,"2406 Chandler Fords Apt. 022, Loritown, NH 39742",15,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Carla Warren,23/04/1970,Male,XXXX XXXX 5023,"3787 Kelly Villages, East Michellehaven, NJ 42687",12,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Jordan Pitts,18/06/1956,Other,XXXX XXXX 7391,"126 Karen Village Apt. 038, East Katherine, MT 60754",12,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Jennifer Harmon,16/05/1977,Other,XXXX XXXX 6479,"51644 Matthew Drives Suite 635, North Melanie, HI 76758",15,Valid,Valid,Valid,14,Invalid,55.0,Valid,Valid
Jessica Lopez,13/02/1999,Other,XXXX XXXX 1958,"46861 Underwood Plain Apt. 280, North Debra, WV 52698",13,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
Dr. Brooke Mitchell,28/01/1987,Female,XXXX XXXX 3031,"88655 Harper Motorway Suite 421, South Charleshaven, SC 78587",19,Valid,Valid,Valid,14,Invalid,61.0,Valid,Valid
Ricky Butler,22/08/2003,Other,XXXX XXXX 4335,"52660 Hodges Crossing, Garyborough, VA 49059",12,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Lisa Lane,31-02-2000,Male,960376070788370657,"PSC 0012, Box 0406, APO AA 34259",9,Valid,Invalid,Invalid,18,Invalid,32.0,Valid,Invalid
David Jones,05/01/1949,Male,XXXX XXXX 6664,"701 Deborah Mills Suite 716, West Danielstad, VT 67572",11,Valid,Valid,Valid,14,Invalid,54.0,Valid,Valid
Glenn Robinson,09/05/1987,Other,XXXX XXXX 3785,"01501 Matthew Rapids, Allenberg, MD 20760",14,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Michael Moore,17/01/1976,Other,XXXX XXXX 9675,"USS Perez, FPO AA 13138",13,Valid,Valid,Valid,14,Invalid,23.0,Valid,Valid
Joe Mejia,20/03/1980,Other,XXXX XXXX 8099,"0429 Brian Corner, Frankview, MP 08568",9,Valid,Valid,Valid,14,Invalid,38.0,Valid,Valid
Ashley Williamson,15/10/1992,Other,XXXX XXXX 5452,"0780 Jacob Spur, East Staceyborough, CA 98349",17,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Steven Lawson,05/05/1948,Male,XXXX XXXX 5393,"63439 Thomas Street Suite 751, West Amy, AR 81662",13,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Jocelyn Reed,01/05/1971,Male,XXXX XXXX 2534,"894 Sarah Junctions, Haletown, IA 81144",12,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Robert Harding,11/10/1991,Other,XXXX XXXX 6308,"8892 Schmidt Estates, North Michaelmouth, LA 13100",14,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Joshua Gordon,30/09/1947,Male,XXXX XXXX 3583,"0221 Bonnie Cape Apt. 987, South Adam, FM 09090",13,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Alyssa Stone,05/01/1972,Male,XXXX XXXX 1021,"56885 Mason Union Apt. 296, North Elizabeth, HI 71993",12,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
Sarah Lam,01/03/1953,Male,XXXX XXXX 7346,"3794 Becky Mill Apt. 108, North Emily, AL 63202",9,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Stephanie Harrington,06/03/1951,Male,XXXX XXXX 4183,"87003 Jones Islands Suite 844, Miafort, NH 42919",20,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Rachel Jones,21/06/1961,Male,XXXX XXXX 3385,"931 Hall Glen Apt. 792, Port Melissa, NM 71677",12,Valid,Valid,Valid,14,Invalid,46.0,Valid,Valid
Manuel George,11/06/1944,Other,XXXX XXXX 8384,"55578 Rebecca Plaza, Port Johnathan, TX 28387",13,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Scott Little,09/08/1976,Female,XXXX XXXX 3564,"341 Sanders Parks Suite 315, Port Annette, WA 38893",12,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Heidi Hutchinson,14/11/1971,Female,XXXX XXXX 7910,"313 Rhonda Landing, Foxtown, NY 87301",16,Valid,Valid,Valid,14,Invalid,37.0,Valid,Valid
Darryl Wright,24/12/1958,Female,XXXX XXXX 5352,"74509 Tran Viaduct, Port Luischester, SC 85890",13,Valid,Valid,Valid,14,Invalid,46.0,Valid,Valid
Julia Watson,04/07/1968,Other,XXXX XXXX 7575,"09922 James Circle, Cunninghamtown, AS 82883",12,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Kathleen Harrison,18/02/1966,Male,XXXX XXXX 3850,"56150 Chelsea Unions Suite 504, East Richard, FL 83484",17,Valid,Valid,Valid,14,Invalid,54.0,Valid,Valid
Margaret Thomas,28/12/1989,Male,XXXX XXXX 7075,"041 Jennifer Views Apt. 344, North Benjaminland, CO 63331",15,Valid,Valid,Valid,14,Invalid,57.0,Valid,Valid
Mr. Henry Lowery,11/11/1960,Male,XXXX XXXX 4287,"6978 Brian Mission, Jessicabury, ND 82042",16,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Henry Scott,06/06/1954,Other,XXXX XXXX 9747,"2215 Baxter Roads Suite 087, Michellefort, HI 42670",11,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Adam Juarez,30/05/2006,Female,XXXX XXXX 6090,"537 Burgess Center Apt. 083, Taylorberg, NJ 12346",11,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Jeremy Wise,06/06/1967,Male,XXXX XXXX 8872,"5780 Lee Street Apt. 112, Robertstad, TN 35511",11,Valid,Valid,Valid,14,Invalid,46.0,Valid,Valid
Stephanie Harper,07/02/1976,Male,XXXX XXXX 2781,"2095 Kathryn Village Suite 894, Lake Tammyborough, WI 76543",16,Valid,Valid,Valid,14,Invalid,59.0,Valid,Valid
Tiffany Thomas,09/09/1999,Male,XXXX XXXX 2264,"039 Victoria Village, South Heather, MS 72518",14,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Brian Burns,05/08/1968,Female,XXXX XXXX 1722,"Unit 2605 Box 2693, DPO AE 20662",11,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Collin Rollins,25/11/1953,Other,XXXX XXXX 9938,"Unit 6006 Box 2245, DPO AA 22394",14,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Timothy Gonzalez,01/11/1949,Other,XXXX XXXX 7361,"80006 James Mews Suite 375, North Molly, NC 59773",16,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Roger Carpenter,04/08/1944,Other,XXXX XXXX 5370,"3371 Sandra Valley Suite 357, North Mariamouth, VA 72577",15,Valid,Valid,Valid,14,Invalid,56.0,Valid,Valid
Michael Carter,28/05/2002,Other,XXXX XXXX 9398,"222 Amanda Branch, South Nicole, FM 01607",14,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Dennis Mitchell,09/12/1947,Other,XXXX XXXX 0474,"53873 Theresa Brook, Port Heidichester, HI 11601",15,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Sonya Lozano,08/04/1948,Female,XXXX XXXX 8545,"375 Amanda Meadows Apt. 972, New Sarahland, MD 25136",12,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Joseph Johnson,26/07/1981,Male,XXXX XXXX 2032,"29326 Erika Prairie, East Victor, GU 80458",14,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Carlos Kemp,28/06/1985,Female,XXXX XXXX 6531,"72617 Sean Mission Apt. 874, Markmouth, MS 88371",11,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Roy Bentley,22/04/1963,Female,XXXX XXXX 9672,"1157 David Oval, Rebeccatown, AR 51849",11,Valid,Valid,Valid,14,Invalid,38.0,Valid,Valid
Cheryl Clark,01/07/1995,Female,XXXX XXXX 1713,"94895 Theresa Curve, Briggsland, NM 45806",12,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Robert Camacho,19/04/1950,Male,XXXX XXXX 4090,"63294 Aaron Common Suite 468, New Ryan, IL 51109",14,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Patrick Michael,25/04/1969,Female,XXXX XXXX 7340,"2341 Perkins Rest Suite 627, Lake Jason, AL 10103",15,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Terri Lawrence,26/12/2003,Female,XXXX XXXX 2381,"0905 Diaz Roads, Port Angela, TX 34668",14,Valid,Valid,Valid,14,Invalid,38.0,Valid,Valid
Thomas Wall,09/06/1962,Male,XXXX XXXX 1414,"956 Johnson Fork, North Katelyn, CT 12587",11,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Jesse Schneider,28/10/1978,Female,XXXX XXXX 4192,"049 Hudson Mills, Brittanyborough, WY 65283",15,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Timothy Johnston,29/12/2003,Female,XXXX XXXX 0698,"USS Kelly, FPO AP 21106",16,Valid,Valid,Valid,14,Invalid,23.0,Valid,Valid
Dwayne Schroeder,29/04/1957,Male,XXXX XXXX 1371,"0835 Crystal Wall, Port Hannahshire, OR 37380",16,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Maurice Aguirre,16/11/1994,Female,XXXX XXXX 7382,"PSC 3908, Box 6129, APO AP 98115",15,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Lisa Leon,09/01/1959,Female,XXXX XXXX 2173,"Unit 3699 Box 5524, DPO AP 45841",9,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Patrick Dunn,04/09/1986,Female,XXXX XXXX 7322,"743 Ray Village Suite 518, Port Matthewchester, RI 96793",12,Valid,Valid,Valid,14,Invalid,56.0,Valid,Valid
Christina Arnold,24/06/1967,Male,XXXX XXXX 0549,"8471 Angela Vista, Donaldside, ND 97573",16,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Jason Evans,13/06/1980,Other,XXXX XXXX 0057,"28864 Nicole Drive, South Laurieland, OH 78450",11,Valid,Valid,Valid,14,Invalid,46.0,Valid,Valid
Kelly Flores,20/08/1955,Female,XXXX XXXX 2847,"837 Blake Roads Apt. 401, New Kenneth, NE 75993",12,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Hannah Mitchell,22/11/1950,Female,XXXX XXXX 6837,"11172 April Well, New Valerie, IA 73581",15,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Sierra Joyce,01/04/1982,Other,XXXX XXXX 1682,"9945 Foster Burgs, New Debrafort, RI 43364",12,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
David Ellis,05/02/1997,Male,XXXX XXXX 9539,"5863 Johnson Trafficway, Lake Brettton, OH 22898",11,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Jennifer Kidd,24/10/1987,Male,XXXX XXXX 3155,"8709 Williams Route, Wilkinston, SC 83425",13,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Francis Allen,24/10/1983,Other,XXXX XXXX 3421,"4389 Lucas Plains, West Elizabeth, NJ 37579",13,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Jessica Mclaughlin,27/11/1952,Female,XXXX XXXX 4090,"135 Eric Hills Suite 094, Port Kelsey, DE 55806",18,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Catherine Smith,10/04/1947,Male,XXXX XXXX 3680,"USNS Tucker, FPO AE 60547",15,Valid,Valid,Valid,14,Invalid,25.0,Valid,Valid
Robert Scott,02/06/1959,Female,XXXX XXXX 1730,"5338 Flores Ferry Apt. 251, Port Peter, FM 12088",12,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Jennifer Morris,26/11/1973,Female,XXXX XXXX 5371,"140 Perez Mills Apt. 319, Zacharyburgh, MI 45203",15,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
David Day,17/06/2002,Male,XXXX XXXX 2587,"Unit 0673 Box 4942, DPO AA 74016",9,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Jamie Jones,15/03/1969,Female,XXXX XXXX 5604,"263 Shaffer Mall Suite 330, North Andrew, OK 79175",11,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Jeffrey Adams,20/02/1947,Female,XXXX XXXX 7970,"3378 Dunn Fork, Jeremyside, FL 84792",13,Valid,Valid,Valid,14,Invalid,36.0,Valid,Valid
Kenneth Adams,23/05/1965,Male,XXXX XXXX 2391,"352 Kelly Street, Herrerafort, OK 75498",13,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Benjamin Johnson,10/09/1994,Male,XXXX XXXX 5673,"57368 Michael Place, Sarahfort, CA 77508",16,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Angela Snyder,03/03/1977,Female,XXXX XXXX 3154,"971 Miller Courts, East Ambertown, IL 30202",13,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Teresa Ortega,18/06/1991,Other,XXXX XXXX 3681,"489 Patrick Common Apt. 434, Bryanport, NM 32582",13,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
David Smith,28/11/1957,Other,XXXX XXXX 0457,"629 Deborah Center Apt. 283, Chadtown, MP 05899",11,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Patrick Dunn,02/08/1984,Female,XXXX XXXX 5910,"123 Pope Streets, North Reginamouth, WA 49488",12,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
James Brown,19/07/2003,Male,XXXX XXXX 9060,"18213 Peck Rest Suite 033, Kimberlymouth, PA 39512",11,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Mercedes Martinez,12/11/1980,Other,XXXX XXXX 6050,"PSC 5937, Box 2711, APO AP 06445",17,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Gabriel Knox,10/07/2000,Other,XXXX XXXX 6112,"30556 Peter Ridge, Parrishville, OR 80630",12,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Daniel Johnson,24/03/1973,Other,XXXX XXXX 3085,"598 Mendez Bridge, Port Stuartmouth, AL 73728",14,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Ronald Hall,20/01/1963,Male,XXXX XXXX 3994,"22097 Rodgers Rapid, Port Sheena, WA 03203",11,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Christopher Cox,17/02/1958,Female,XXXX XXXX 6357,"80177 Hannah Light Suite 124, Sanchezhaven, GU 16276",15,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Mark Taylor,07/07/1952,Male,XXXX XXXX 1873,"9804 Keith Fort Suite 204, Hobbsmouth, PR 71668",11,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Laura Brooks,13/11/1996,Female,XXXX XXXX 8941,"25967 Kelli Viaduct, Stephanietown, NM 73627",12,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Amanda Hall,14/02/2000,Male,XXXX XXXX 5168,"03613 Aaron Wall, Vargasfurt, OK 31906",11,Valid,Valid,Valid,14,Invalid,38.0,Valid,Valid
Mitchell Vasquez,11/04/1957,Other,XXXX XXXX 6155,"Unit 9510 Box 3842, DPO AE 59282",16,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Nicole Wilson,27/03/1998,Other,XXXX XXXX 3454,"4073 Karen Locks, Lake Sarahport, AS 48403",13,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Mary King,22/01/2006,Other,XXXX XXXX 2073,"797 Garrett Underpass Suite 658, North Cheyenne, NV 35355",9,Valid,Valid,Valid,14,Invalid,57.0,Valid,Valid
Daniel Thomas,10/02/1973,Male,XXXX XXXX 8050,"8468 Reyes Fall, Johnnyfort, WA 81121",13,Valid,Valid,Valid,14,Invalid,37.0,Valid,Valid
Brian Hart,16/05/1986,Female,XXXX XXXX 5019,"8988 Clark Wall, Juanside, PA 51512",10,Valid,Valid,Valid,14,Invalid,35.0,Valid,Valid
Stephanie Williamson,22/02/1965,Male,XXXX XXXX 2734,"PSC 4599, Box 8153, APO AE 26393",20,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Christopher Mason,15/09/1991,Male,XXXX XXXX 7640,"96206 Robert Road, Willisburgh, GA 44901",17,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Edward Smith,24/12/1961,Male,XXXX XXXX 8117,"0989 Randall Square Apt. 506, North Christy, PW 04856",12,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
Theodore Wood,05/11/1943,Other,XXXX XXXX 7763,"7092 Caleb Causeway Apt. 170, Thomasfurt, AZ 30223",13,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Michelle Ellis,24/09/2003,Female,XXXX XXXX 2488,"8767 Morris Falls, East Darylport, IA 35641",14,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
